square,model,day,MAE,RMSE,MAPE_%,WAPE_%
5161,SARIMAX,2013-12-16,68.12831228779531,101.52153372298821,6.692591855440121,5.6719689976405006
5161,SARIMAX,2013-12-17,83.34645277405987,127.6210488243167,7.0222441036210155,5.581977733595113
5161,SARIMAX,2013-12-18,85.21284207820571,123.58184127783838,8.335337704979572,5.917400286503734
5161,SARIMAX,2013-12-19,64.4282382484407,100.50403132782137,6.833196700663125,5.187773829978797
5161,SARIMAX,2013-12-20,66.06463698464627,98.72679416731087,6.592714618967772,4.939612670560697
5161,SARIMAX,2013-12-21,82.93487898640144,126.79576504423768,7.778426424162725,4.756585405594122
5161,SARIMAX,2013-12-22,92.54695807281524,141.86435216357768,8.682583019971393,5.579217796450844
5161,LSTM,2013-12-16,69.79947768696857,104.02853134604358,6.660573459136734,5.811100557130758
5161,LSTM,2013-12-17,88.18093827581455,135.59010554144604,6.6167975252805,5.905758644791635
5161,LSTM,2013-12-18,86.6226460893498,123.45150794183463,8.279550981390688,6.0153007256394435
5161,LSTM,2013-12-19,67.18123129853679,104.74398339408246,6.911710328849857,5.409445346811675
5161,LSTM,2013-12-20,71.12660263639226,104.04676343116367,7.652850581788519,5.318092759342818
5161,LSTM,2013-12-21,85.08074624851706,134.05879227801012,7.539614092745437,4.879657881566444
5161,LSTM,2013-12-22,92.5392162676308,144.56830251752928,8.78153345349874,5.578751079681745
5161,TCN,2013-12-16,69.94518030983167,102.3161225310731,7.010387762443229,5.823230914276014
5161,TCN,2013-12-17,98.89364600090063,160.05472778406616,6.970175260006448,6.623222843898546
5161,TCN,2013-12-18,80.7180340491164,110.98217629237922,7.876796313415422,5.605269184307871
5161,TCN,2013-12-19,66.56085693796241,100.05315158128754,7.496898743978224,5.359492686921034
5161,TCN,2013-12-20,69.90794997875463,103.96973253864131,7.49546328791565,5.2269748423537585
5161,TCN,2013-12-21,80.44245145116491,122.10215219822997,8.139235075225146,4.613636569308355
5161,TCN,2013-12-22,83.32110013923078,126.02766736674697,9.001341609667127,5.023034515633737
5059,SARIMAX,2013-12-16,68.57104713985174,90.78074245198977,6.857405716123995,5.057026532333017
5059,SARIMAX,2013-12-17,83.27077356978099,116.10214136019152,6.679702688558558,5.813911527629754
5059,SARIMAX,2013-12-18,56.88225868951564,85.7540270840968,4.661780555846476,4.017597700990328
5059,SARIMAX,2013-12-19,57.443421369923676,80.06696637491324,5.24491488291579,4.5867009786457755
5059,SARIMAX,2013-12-20,73.4271925641637,108.76950075736761,6.797007874625985,5.768648476352685
5059,SARIMAX,2013-12-21,61.72685389398186,87.53785484096825,6.437591671355815,5.293950950617582
5059,SARIMAX,2013-12-22,59.066092697813296,90.41688060319814,7.124878928261413,6.134897241416956
5059,LSTM,2013-12-16,60.70566664007298,85.17668220354658,6.203696296652159,4.476964836714554
5059,LSTM,2013-12-17,79.56284095889677,113.90756784546785,6.106432141663122,5.555026072073985
5059,LSTM,2013-12-18,61.59038085059845,88.6294065692951,5.099691348618225,4.350132681248318
5059,LSTM,2013-12-19,61.988642351931766,87.17001696229308,6.012604012495772,4.949624513302317
5059,LSTM,2013-12-20,80.70750349366402,112.81454211717138,7.914290558962862,6.340610348844768
5059,LSTM,2013-12-21,62.957255307612286,89.904620154335,6.493042654358698,5.399475277914702
5059,LSTM,2013-12-22,62.71751688826829,90.96776938147464,8.607902995993639,6.5141522618543375
5059,TCN,2013-12-16,65.79306968321369,94.5543302233031,6.535326759298085,4.852154267865626
5059,TCN,2013-12-17,83.18929265669135,120.3741414047961,6.294633972443324,5.808222583002662
5059,TCN,2013-12-18,72.78479487965018,98.48392497522703,6.160601868401526,5.14079488600605
5059,TCN,2013-12-19,73.90525730888639,100.51903816283485,7.331329558913309,5.901133810306456
5059,TCN,2013-12-20,84.01485183077962,118.32660400150361,8.666315117721798,6.600445013352711
5059,TCN,2013-12-21,69.05774089542538,100.14732935500959,7.058262324164305,5.922678218604032
5059,TCN,2013-12-22,61.794113500049285,93.98885076923739,7.804027464537004,6.418243007655277
5259,SARIMAX,2013-12-16,76.9605984608572,113.22871093698788,6.149696812049094,5.017887259878797
5259,SARIMAX,2013-12-17,80.47318212431531,110.91689553465933,5.989956275084447,4.6381957398556395
5259,SARIMAX,2013-12-18,79.49723574792134,103.2580286710128,5.982861167561896,4.768389418050717
5259,SARIMAX,2013-12-19,82.45377494251959,119.76831006759005,6.4424248114042,5.341971505428877
5259,SARIMAX,2013-12-20,76.08425927320546,103.20553898998732,6.657181904457516,5.091579843812425
5259,SARIMAX,2013-12-21,39.03363187637485,49.039269779972614,9.37255971366493,8.974512700848653
5259,SARIMAX,2013-12-22,40.53585099237294,60.5655827294127,9.333911518276878,9.068030042114772
5259,LSTM,2013-12-16,61.44274761660712,95.1691209791084,5.001039107570385,4.00611204490739
5259,LSTM,2013-12-17,67.34926263175852,94.73140515142704,4.8490083202511505,3.8817784356840335
5259,LSTM,2013-12-18,61.49669058942636,87.55308320500599,4.106586818456632,3.688683837782715
5259,LSTM,2013-12-19,76.89069064304971,109.57103687510767,5.918395601486973,4.98155334591121
5259,LSTM,2013-12-20,68.32003661283372,91.91277097116495,6.164879263848875,4.571995898617304
5259,LSTM,2013-12-21,41.543654518409056,54.935663973499956,9.561592501567233,9.551610680142446
5259,LSTM,2013-12-22,35.7037297900436,55.462071673676036,8.272496789906784,7.9870654353002575
5259,TCN,2013-12-16,66.03111135620213,102.21571412390112,5.406622517441837,4.305276713751718
5259,TCN,2013-12-17,71.61948505325739,98.30637497447871,5.266225615879034,4.127899278936329
5259,TCN,2013-12-18,58.57533978617508,83.37989326408854,4.068660849443094,3.513455880161539
5259,TCN,2013-12-19,70.58402322306547,103.03519294763173,5.594195073592938,4.572960316965495
5259,TCN,2013-12-20,71.92482464143238,97.4806319025265,6.501576168141327,4.81322931855142
5259,TCN,2013-12-21,46.12142585380336,59.21812744095144,11.018462607791966,10.604120144831606
5259,TCN,2013-12-22,37.30161136430241,57.608910432649544,8.446264115796408,8.344517857400556
